VR_NUMBER,LATITUDE,LONGITUDE,POSITION_UTC_DATE
150009,43.84,-66.1216,2018-05-25 07:25:49
104602,45.506111,-60.961388,2018-05-25 07:26:27
107949,43.7,-65.107222,2018-05-25 07:26:58
105907,43.6169,-65.7865,2018-05-25 07:27:36
107838,45.9174,-59.9711,2018-05-25 07:27:53
106654,44.638667,-65.75200000000001,2018-05-25 07:28:00
106891,45.055,-66.794722,2018-05-25 07:28:45
160781,47.298,-60.9333,2018-05-25 07:29:11
108177,44.624489999999994,-65.75171499999999,2018-05-25 07:30:00
5665,44.64253,-65.74531999999999,2018-05-25 07:30:00
108358,45.339031,-60.995494,2018-05-25 07:30:00
108233,45.582189,-60.740319,2018-05-25 07:30:01
107314,43.53261,-65.22057,2018-05-25 07:30:03
19636,44.62455,-65.75204,2018-05-25 07:30:03
103157,44.62543,-65.75213,2018-05-25 07:30:03
106661,44.645649999999996,-65.7486,2018-05-25 07:30:03
158986,46.8731,-62.974729999999994,2018-05-25 07:30:05
176301,47.167919999999995,-61.757819999999995,2018-05-25 07:30:08
4004,44.642500000000005,-63.5675,2018-05-25 07:30:09
73907,45.057221999999996,-66.796666,2018-05-25 07:30:39
102056,41.895,-66.789444,2018-05-25 07:31:37
104459,45.1515,-64.81150000000001,2018-05-25 07:32:00
160781,47.2965,-60.9382,2018-05-25 07:34:02
105908,45.503054999999996,-60.958332999999996,2018-05-25 07:34:49
158986,46.873200000000004,-62.974729999999994,2018-05-25 07:35:05
176301,47.16972,-61.74234,2018-05-25 07:35:28
107218,44.646665999999996,-65.754166,2018-05-25 07:36:24
4052,44.643611,-63.5675,2018-05-25 07:37:35
160781,47.2982,-60.9369,2018-05-25 07:38:44
102852,44.647222,-63.571666,2018-05-25 07:38:50
176301,47.17134,-61.726859999999995,2018-05-25 07:39:44
158986,46.873200000000004,-62.974729999999994,2018-05-25 07:40:05
107749,45.504166,-60.957221999999994,2018-05-25 07:41:20
105907,43.6169,-65.7865,2018-05-25 07:42:36
7866,45.1225,-66.3515,2018-05-25 07:43:00
160781,47.2975,-60.9371,2018-05-25 07:43:23
106891,45.055,-66.794722,2018-05-25 07:44:02
108177,44.624489999999994,-65.75171499999999,2018-05-25 07:45:00
5665,44.64248,-65.74539,2018-05-25 07:45:00
105790,45.5035,-60.9575,2018-05-25 07:45:00
107314,43.54781,-65.22288,2018-05-25 07:45:03
19636,44.62455,-65.75204,2018-05-25 07:45:03
103157,44.62543,-65.75213,2018-05-25 07:45:03
106661,44.645649999999996,-65.7486,2018-05-25 07:45:03
176301,47.172959999999996,-61.71138,2018-05-25 07:45:04
158986,46.873200000000004,-62.974729999999994,2018-05-25 07:45:05
107866,45.503054999999996,-60.958332999999996,2018-05-25 07:45:25
4062,43.703055,-61.125,2018-05-25 07:45:51
73907,45.057221999999996,-66.796666,2018-05-25 07:45:55
160781,47.301100000000005,-60.931400000000004,2018-05-25 07:48:52
158986,46.873200000000004,-62.974729999999994,2018-05-25 07:50:05
176301,47.174400000000006,-61.6959,2018-05-25 07:50:24
107814,43.453055,-65.406111,2018-05-25 07:50:55
105625,45.501943999999995,-60.963333,2018-05-25 07:51:37
107218,44.646665999999996,-65.754166,2018-05-25 07:51:41
107948,45.503054999999996,-60.958332999999996,2018-05-25 07:52:43
104992,44.480000000000004,-63.601665999999994,2018-05-25 07:52:45
105701,44.6285,-66.724,2018-05-25 07:53:00
101440,44.625833,-65.751944,2018-05-25 07:53:04
160781,47.3039,-60.932300000000005,2018-05-25 07:54:22
176301,47.17584,-61.680600000000005,2018-05-25 07:54:40
3818,44.6375,-65.74600000000001,2018-05-25 07:55:00
158986,46.873200000000004,-62.974729999999994,2018-05-25 07:55:05
106256,45.919722,-59.9675,2018-05-25 07:55:44
104602,45.506111,-60.961388,2018-05-25 07:56:45
107949,43.7,-65.107222,2018-05-25 07:57:22
105907,43.6169,-65.7865,2018-05-25 07:57:36
101069,44.195,-66.1665,2018-05-25 07:58:00
107838,45.9174,-59.9711,2018-05-25 07:58:25
106891,45.055,-66.794722,2018-05-25 07:59:19
160781,47.3018,-60.9307,2018-05-25 07:59:50
152320,41.94669,-66.16497,2018-05-25 08:00:00
106881,42.0614,-66.04768,2018-05-25 08:00:00
106881,42.06143,-66.04762,2018-05-25 08:00:00
105912,42.08202,-66.68178,2018-05-25 08:00:00
106605,42.0844,-66.62589,2018-05-25 08:00:00
106604,42.10662,-66.90275,2018-05-25 08:00:00
104984,43.40012,-67.3801,2018-05-25 08:00:00
106658,43.495816,-66.214429,2018-05-25 08:00:00
107314,43.55981,-65.22088,2018-05-25 08:00:00
107314,43.55983,-65.22082999999999,2018-05-25 08:00:00
105303,43.565683,-65.86157899999999,2018-05-25 08:00:00
105099,43.6165,-65.7865,2018-05-25 08:00:00
101395,43.617000000000004,-65.7865,2018-05-25 08:00:00
5696,43.617059999999995,-65.78622,2018-05-25 08:00:00
101873,43.6175,-65.787,2018-05-25 08:00:00
101962,43.6175,-65.7865,2018-05-25 08:00:00
157272,43.6175,-65.7865,2018-05-25 08:00:00
159283,43.61868,-65.78676,2018-05-25 08:00:00
105200,43.630379999999995,-65.76966,2018-05-25 08:00:00
4062,43.66747,-61.09339,2018-05-25 08:00:00
105126,43.7121,-65.98494,2018-05-25 08:00:00
107003,44.041613999999996,-64.712563,2018-05-25 08:00:00
4031,44.0417,-64.71619,2018-05-25 08:00:00
100461,44.1927,-66.16584,2018-05-25 08:00:00
105507,44.47764,-63.598859999999995,2018-05-25 08:00:00
100247,44.477891,-63.600111999999996,2018-05-25 08:00:00
130292,44.478179999999995,-63.5994,2018-05-25 08:00:00
106109,44.48232,-63.594539999999995,2018-05-25 08:00:00
107181,44.482679999999995,-63.594539999999995,2018-05-25 08:00:00
100009,44.48294,-63.596509999999995,2018-05-25 08:00:00
104466,44.512049999999995,-63.16759,2018-05-25 08:00:00
108372,44.53669,-57.48882,2018-05-25 08:00:00
101044,44.61174,-63.49554,2018-05-25 08:00:00
108177,44.624489999999994,-65.75171499999999,2018-05-25 08:00:00
5265,44.624700000000004,-65.75184,2018-05-25 08:00:00
103157,44.62543,-65.75213,2018-05-25 08:00:00
107916,44.625789999999995,-65.75354,2018-05-25 08:00:00
107819,44.62602,-65.75316,2018-05-25 08:00:00
108105,44.626034999999995,-65.75300299999999,2018-05-25 08:00:00
130005,44.62628,-65.75309,2018-05-25 08:00:00
18107,44.63364,-65.74815,2018-05-25 08:00:00
5725,44.63532,-65.74607999999999,2018-05-25 08:00:00
107715,44.64035,-65.75265999999999,2018-05-25 08:00:00
106404,44.661919999999995,-66.75609,2018-05-25 08:00:00
100993,44.66309,-66.75628,2018-05-25 08:00:00
104994,44.729118,-63.008567,2018-05-25 08:00:00
